date,open,high,low,close,Volume,Quote_Volume,Trades_Count
2020-07-08 01:46:00,9265.98,9269.5,9265.08,9268.68,40.0,373858.0,672
2020-07-08 01:47:00,9268.69,9270.09,9267.36,9269.01,22.0,208537.0,520
2020-07-08 01:48:00,9269.0,9271.73,9267.01,9271.73,18.0,166276.0,389
2020-07-08 01:49:00,9271.33,9275.87,9268.92,9269.6,60.0,560015.0,657
2020-07-08 01:50:00,9269.61,9271.7,9269.17,9271.69,10.0,94707.0,375
2020-07-08 01:51:00,9271.7,9275.92,9271.69,9274.95,19.0,174735.0,460
2020-07-08 01:52:00,9275.12,9279.78,9273.53,9279.28,64.0,597401.0,548
2020-07-08 01:53:00,9279.28,9280.28,9277.77,9279.91,34.0,319050.0,619
2020-07-08 01:54:00,9279.91,9280.11,9273.91,9274.16,116.0,1077679.0,630
2020-07-08 01:55:00,9274.16,9276.9,9273.91,9274.53,32.0,296633.0,476
2020-07-08 01:56:00,9274.53,9274.62,9271.74,9271.75,19.0,179931.0,433
2020-07-08 01:57:00,9271.75,9276.21,9271.73,9274.53,23.0,209114.0,452
2020-07-08 01:58:00,9274.52,9277.93,9274.52,9277.13,35.0,326630.0,329
2020-07-08 01:59:00,9276.4,9278.99,9274.52,9277.18,27.0,247449.0,393
2020-07-08 02:00:00,9277.19,9303.78,9276.64,9303.78,444.0,4121709.0,2789
2020-07-08 02:01:00,9303.78,9306.88,9293.38,9296.5,110.0,1023730.0,1143
2020-07-08 02:02:00,9296.5,9299.66,9292.8,9293.37,48.0,445522.0,615
2020-07-08 02:03:00,9293.37,9295.61,9288.1,9294.31,45.0,418285.0,606
2020-07-08 02:04:00,9292.39,9295.56,9290.46,9290.68,23.0,209427.0,348
2020-07-08 02:05:00,9290.68,9293.53,9290.53,9290.68,19.0,172962.0,338
2020-07-08 02:06:00,9290.71,9293.77,9290.67,9292.68,21.0,196332.0,392
2020-07-08 02:07:00,9292.58,9292.83,9288.56,9289.21,26.0,238134.0,405
2020-07-08 02:08:00,9289.21,9293.87,9289.21,9293.3,39.0,360013.0,440
2020-07-08 02:09:00,9292.88,9300.81,9292.06,9298.81,56.0,516930.0,685
2020-07-08 02:10:00,9298.82,9299.81,9296.0,9299.81,39.0,358211.0,474
2020-07-08 02:11:00,9299.81,9302.23,9297.02,9299.88,32.0,300182.0,458
2020-07-08 02:12:00,9299.89,9300.0,9297.09,9297.98,13.0,118323.0,351
2020-07-08 02:13:00,9297.98,9299.95,9294.78,9296.72,19.0,181258.0,406
2020-07-08 02:14:00,9296.75,9297.9,9294.29,9296.22,18.0,169773.0,287
2020-07-08 02:15:00,9296.22,9296.77,9295.15,9295.74,24.0,223858.0,268
2020-07-08 02:16:00,9295.41,9296.75,9293.55,9295.28,22.0,208347.0,408
2020-07-08 02:17:00,9295.16,9300.0,9295.16,9299.78,49.0,457041.0,422
2020-07-08 02:18:00,9299.81,9303.94,9299.6,9303.27,38.0,348814.0,526
2020-07-08 02:19:00,9303.44,9310.0,9303.24,9308.83,49.0,453018.0,783
2020-07-08 02:20:00,9308.82,9310.74,9300.35,9301.51,100.0,929299.0,1104
2020-07-08 02:21:00,9301.5,9305.9,9300.0,9301.93,41.0,379782.0,388
2020-07-08 02:22:00,9302.02,9303.4,9298.35,9303.31,31.0,288720.0,405
2020-07-08 02:23:00,9303.37,9303.39,9298.8,9300.34,13.0,122481.0,385
2020-07-08 02:24:00,9300.71,9302.53,9296.78,9297.26,27.0,249557.0,368
2020-07-08 02:25:00,9297.26,9299.99,9296.51,9297.35,20.0,188184.0,381
2020-07-08 02:26:00,9297.59,9298.13,9291.0,9293.25,56.0,523910.0,566
2020-07-08 02:27:00,9293.07,9293.07,9289.79,9290.26,38.0,352290.0,528
2020-07-08 02:28:00,9290.21,9292.48,9289.01,9289.94,18.0,164612.0,333
2020-07-08 02:29:00,9290.08,9293.53,9288.67,9291.86,22.0,205993.0,393
2020-07-08 02:30:00,9291.34,9293.63,9291.33,9293.29,23.0,212874.0,493
2020-07-08 02:31:00,9293.06,9293.29,9290.18,9291.92,18.0,164996.0,310
2020-07-08 02:32:00,9291.92,9292.0,9287.74,9289.93,32.0,293733.0,349
2020-07-08 02:33:00,9289.94,9289.94,9281.16,9282.02,26.0,239597.0,489
2020-07-08 02:34:00,9282.0,9287.17,9281.01,9284.98,31.0,289069.0,378
2020-07-08 02:35:00,9284.98,9290.0,9284.98,9285.69,47.0,439482.0,468
2020-07-08 02:36:00,9286.0,9289.47,9285.68,9288.68,34.0,315510.0,367
2020-07-08 02:37:00,9288.38,9289.65,9287.75,9288.97,17.0,153551.0,302
2020-07-08 02:38:00,9288.78,9288.98,9285.12,9285.99,14.0,132419.0,456
2020-07-08 02:39:00,9286.01,9286.01,9281.0,9283.98,13.0,125244.0,283
2020-07-08 02:40:00,9283.98,9285.73,9282.4,9284.28,7.0,68517.0,207
2020-07-08 02:41:00,9284.21,9289.0,9283.79,9288.52,19.0,177598.0,309
2020-07-08 02:42:00,9288.55,9289.95,9287.05,9289.61,11.0,106150.0,233
2020-07-08 02:43:00,9289.62,9289.63,9287.23,9289.14,8.0,72656.0,230
2020-07-08 02:44:00,9289.14,9289.49,9286.18,9288.88,16.0,146362.0,257
2020-07-08 02:45:00,9288.88,9290.0,9286.09,9286.54,20.0,184058.0,209
2020-07-08 02:46:00,9286.54,9288.72,9286.52,9287.5,12.0,111955.0,247
2020-07-08 02:47:00,9287.5,9288.0,9286.47,9286.82,13.0,122243.0,196
2020-07-08 02:48:00,9286.82,9288.78,9286.81,9287.75,17.0,156616.0,249
2020-07-08 02:49:00,9287.76,9289.0,9287.69,9288.38,26.0,242482.0,318
2020-07-08 02:50:00,9288.39,9292.27,9288.38,9292.27,30.0,282365.0,416
2020-07-08 02:51:00,9292.26,9294.51,9292.25,9293.63,18.0,166713.0,325
2020-07-08 02:52:00,9293.63,9294.56,9291.54,9294.17,15.0,143921.0,242
2020-07-08 02:53:00,9294.17,9294.97,9287.75,9294.83,52.0,487058.0,378
2020-07-08 02:54:00,9294.83,9296.11,9287.69,9292.31,49.0,454418.0,566
2020-07-08 02:55:00,9292.31,9295.0,9292.0,9294.17,16.0,151032.0,324
2020-07-08 02:56:00,9294.3,9296.46,9293.84,9294.86,21.0,192284.0,226
2020-07-08 02:57:00,9294.63,9299.91,9294.62,9298.04,34.0,319339.0,419
2020-07-08 02:58:00,9298.04,9300.11,9297.9,9300.01,24.0,224763.0,445
2020-07-08 02:59:00,9300.0,9306.43,9300.0,9302.01,78.0,727861.0,870
2020-07-08 03:00:00,9302.3,9306.39,9300.4,9304.97,48.0,448120.0,574
2020-07-08 03:01:00,9305.7,9313.4,9305.69,9312.26,60.0,556969.0,878
2020-07-08 03:02:00,9312.83,9314.63,9309.99,9310.0,56.0,522083.0,720
2020-07-08 03:03:00,9310.0,9310.0,9303.62,9305.0,18.0,165596.0,440
2020-07-08 03:04:00,9305.26,9307.98,9304.53,9306.81,29.0,265669.0,544
2020-07-08 03:05:00,9306.26,9307.22,9304.36,9304.95,26.0,243898.0,727
2020-07-08 03:06:00,9305.01,9306.48,9300.91,9302.56,24.0,224357.0,585
2020-07-08 03:07:00,9302.52,9303.42,9300.5,9300.53,26.0,244507.0,593
2020-07-08 03:08:00,9300.54,9302.66,9300.0,9300.08,32.0,299873.0,623
2020-07-08 03:09:00,9300.69,9308.0,9300.0,9305.77,73.0,679486.0,1334
2020-07-08 03:10:00,9305.78,9308.01,9303.16,9306.21,76.0,702990.0,920
2020-07-08 03:11:00,9306.48,9308.01,9305.99,9308.01,67.0,622135.0,698
2020-07-08 03:12:00,9308.01,9310.27,9306.32,9309.04,48.0,443923.0,555
2020-07-08 03:13:00,9309.05,9310.0,9307.48,9309.49,22.0,206755.0,481
2020-07-08 03:14:00,9309.03,9310.0,9304.0,9306.37,44.0,413520.0,665
2020-07-08 03:15:00,9306.37,9310.0,9305.13,9309.63,59.0,546856.0,719
2020-07-08 03:16:00,9309.82,9320.49,9309.35,9320.0,167.0,1552549.0,1147
2020-07-08 03:17:00,9320.01,9321.7,9315.0,9317.85,162.0,1511876.0,1011
2020-07-08 03:18:00,9317.84,9321.69,9317.39,9320.04,37.0,341543.0,638
2020-07-08 03:19:00,9320.03,9322.24,9318.92,9321.25,61.0,573020.0,798
2020-07-08 03:20:00,9321.32,9322.59,9313.36,9315.87,56.0,524963.0,969
2020-07-08 03:21:00,9315.88,9316.3,9309.33,9310.21,47.0,440166.0,721
2020-07-08 03:22:00,9310.21,9311.96,9309.27,9311.03,24.0,226862.0,505
2020-07-08 03:23:00,9311.04,9313.36,9309.32,9309.33,29.0,270069.0,428
2020-07-08 03:24:00,9309.32,9309.33,9305.75,9305.75,24.0,222549.0,358
2020-07-08 03:25:00,9306.41,9311.35,9306.03,9309.26,42.0,387380.0,444
2020-07-08 03:26:00,9309.26,9309.88,9303.0,9303.21,29.0,265613.0,503
2020-07-08 03:27:00,9303.22,9303.98,9300.49,9302.93,26.0,240811.0,453
2020-07-08 03:28:00,9302.94,9303.28,9300.04,9300.31,24.0,224404.0,428
2020-07-08 03:29:00,9301.0,9302.6,9299.14,9299.55,22.0,202882.0,477
2020-07-08 03:30:00,9299.42,9303.38,9299.01,9299.88,24.0,227433.0,402
2020-07-08 03:31:00,9299.88,9300.42,9296.62,9299.27,25.0,230439.0,426
2020-07-08 03:32:00,9299.26,9299.95,9296.56,9298.32,24.0,226497.0,489
2020-07-08 03:33:00,9298.32,9302.32,9296.7,9301.98,49.0,455735.0,658
2020-07-08 03:34:00,9301.51,9306.35,9300.01,9300.79,63.0,582139.0,587
2020-07-08 03:35:00,9300.42,9304.8,9300.06,9303.55,42.0,387734.0,585
2020-07-08 03:36:00,9303.36,9304.98,9301.73,9303.24,20.0,184343.0,311
2020-07-08 03:37:00,9303.78,9305.24,9302.66,9303.46,34.0,318018.0,337
2020-07-08 03:38:00,9303.52,9303.95,9296.51,9299.7,37.0,346892.0,552
2020-07-08 03:39:00,9299.7,9299.7,9295.92,9297.04,24.0,225098.0,368
2020-07-08 03:40:00,9296.79,9301.42,9296.0,9300.37,26.0,246200.0,511
2020-07-08 03:41:00,9300.76,9300.76,9291.98,9293.09,55.0,506932.0,616
2020-07-08 03:42:00,9292.34,9298.41,9290.22,9291.47,43.0,400284.0,771
2020-07-08 03:43:00,9290.86,9291.87,9287.12,9289.67,28.0,262681.0,451
2020-07-08 03:44:00,9289.84,9290.56,9286.66,9287.37,22.0,205207.0,438
2020-07-08 03:45:00,9287.37,9293.2,9287.25,9292.37,37.0,339975.0,554
2020-07-08 03:46:00,9292.37,9292.88,9288.22,9289.71,29.0,266458.0,510
2020-07-08 03:47:00,9289.7,9293.73,9289.7,9292.86,32.0,296474.0,491
2020-07-08 03:48:00,9292.92,9296.41,9292.92,9296.14,21.0,197703.0,469
2020-07-08 03:49:00,9296.14,9296.15,9291.54,9294.46,28.0,261913.0,506
2020-07-08 03:50:00,9294.72,9297.82,9293.29,9296.73,44.0,412244.0,944
2020-07-08 03:51:00,9296.73,9298.97,9295.26,9298.96,41.0,378916.0,849
2020-07-08 03:52:00,9298.96,9299.8,9296.53,9299.44,31.0,286678.0,680
2020-07-08 03:53:00,9299.4,9304.37,9298.99,9302.16,48.0,449063.0,666
2020-07-08 03:54:00,9302.12,9306.91,9301.54,9303.44,43.0,398975.0,819
2020-07-08 03:55:00,9303.44,9308.18,9303.44,9308.16,40.0,372221.0,642
2020-07-08 03:56:00,9308.07,9309.48,9308.0,9309.1,32.0,298722.0,560
2020-07-08 03:57:00,9309.95,9311.34,9308.02,9309.41,46.0,423859.0,720
2020-07-08 03:58:00,9309.4,9311.82,9308.01,9309.09,29.0,268276.0,435
2020-07-08 03:59:00,9308.99,9312.26,9308.99,9311.23,41.0,377796.0,548
2020-07-08 04:00:00,9311.23,9320.0,9311.23,9319.81,38.0,358091.0,742
2020-07-08 04:01:00,9319.81,9320.0,9316.42,9319.61,35.0,327181.0,410
2020-07-08 04:02:00,9319.61,9320.0,9318.75,9319.92,34.0,320077.0,443
2020-07-08 04:03:00,9319.91,9320.0,9278.0,9303.05,440.0,4090340.0,2053
2020-07-08 04:04:00,9303.05,9308.2,9301.17,9305.66,50.0,469820.0,827
2020-07-08 04:05:00,9305.66,9310.92,9296.2,9297.24,59.0,553055.0,858
2020-07-08 04:06:00,9297.15,9297.22,9282.58,9285.08,65.0,602555.0,1052
2020-07-08 04:07:00,9283.32,9291.7,9281.17,9291.62,53.0,492403.0,832
2020-07-08 04:08:00,9291.63,9292.02,9285.01,9285.78,50.0,464818.0,667
2020-07-08 04:09:00,9285.74,9289.18,9282.28,9287.23,27.0,253631.0,379
2020-07-08 04:10:00,9287.22,9299.95,9286.23,9294.91,53.0,488250.0,578
2020-07-08 04:11:00,9295.41,9296.31,9289.72,9291.21,47.0,436622.0,676
2020-07-08 04:12:00,9291.2,9294.58,9279.09,9281.9,104.0,968858.0,738
2020-07-08 04:13:00,9281.9,9288.62,9279.51,9287.33,76.0,708314.0,837
2020-07-08 04:14:00,9286.39,9292.65,9286.39,9290.14,39.0,358969.0,511
2020-07-08 04:15:00,9290.76,9293.89,9289.78,9290.96,18.0,165515.0,429
2020-07-08 04:16:00,9290.96,9294.13,9290.91,9291.09,25.0,234617.0,383
2020-07-08 04:17:00,9291.09,9291.78,9280.9,9282.0,40.0,372299.0,551
2020-07-08 04:18:00,9282.0,9284.99,9281.29,9282.56,21.0,193562.0,406
2020-07-08 04:19:00,9282.56,9283.9,9280.0,9282.44,15.0,136457.0,440
2020-07-08 04:20:00,9282.4,9284.9,9278.11,9283.15,59.0,543509.0,507
2020-07-08 04:21:00,9283.14,9284.51,9282.92,9283.14,18.0,163008.0,328
2020-07-08 04:22:00,9283.14,9290.0,9282.38,9289.99,13.0,119442.0,301
2020-07-08 04:23:00,9289.99,9290.0,9287.54,9289.01,13.0,116789.0,356
2020-07-08 04:24:00,9289.02,9289.43,9287.66,9288.78,12.0,109738.0,273
2020-07-08 04:25:00,9289.25,9290.99,9288.69,9289.96,22.0,203993.0,298
2020-07-08 04:26:00,9289.96,9289.97,9284.18,9284.87,25.0,235081.0,373
2020-07-08 04:27:00,9284.9,9285.63,9280.11,9280.11,16.0,148558.0,360
2020-07-08 04:28:00,9280.12,9283.86,9280.11,9283.28,10.0,96145.0,214
2020-07-08 04:29:00,9283.29,9285.0,9281.85,9283.84,22.0,200873.0,366
2020-07-08 04:30:00,9283.44,9285.0,9280.06,9280.56,20.0,186407.0,493
2020-07-08 04:31:00,9280.56,9281.07,9274.0,9275.91,33.0,310426.0,552
2020-07-08 04:32:00,9275.91,9276.0,9267.0,9268.66,52.0,479163.0,847
2020-07-08 04:33:00,9268.38,9275.04,9267.0,9268.8,59.0,544868.0,700
2020-07-08 04:34:00,9268.8,9273.09,9266.64,9272.9,21.0,198146.0,394
2020-07-08 04:35:00,9272.92,9274.45,9271.27,9273.96,27.0,248345.0,517
2020-07-08 04:36:00,9273.96,9278.42,9272.63,9277.16,21.0,190510.0,279
2020-07-08 04:37:00,9277.17,9279.26,9270.91,9271.47,23.0,216560.0,374
2020-07-08 04:38:00,9271.61,9272.56,9258.9,9258.91,94.0,870897.0,873
2020-07-08 04:39:00,9258.91,9266.48,9258.9,9263.11,49.0,450115.0,858
2020-07-08 04:40:00,9263.75,9264.57,9258.01,9261.39,37.0,343197.0,535
2020-07-08 04:41:00,9261.39,9265.01,9259.38,9261.68,34.0,311193.0,405
2020-07-08 04:42:00,9261.76,9265.91,9261.75,9264.99,13.0,124631.0,244
2020-07-08 04:43:00,9264.71,9267.49,9264.45,9265.99,13.0,123656.0,373
2020-07-08 04:44:00,9265.99,9268.08,9265.52,9266.71,11.0,100034.0,274
2020-07-08 04:45:00,9266.71,9267.74,9265.16,9266.64,18.0,163231.0,249
2020-07-08 04:46:00,9266.63,9268.48,9265.0,9268.11,20.0,184589.0,327
2020-07-08 04:47:00,9268.11,9269.99,9268.03,9268.92,13.0,117538.0,302
2020-07-08 04:48:00,9268.86,9268.92,9263.72,9264.41,13.0,119432.0,354
2020-07-08 04:49:00,9264.41,9265.46,9262.01,9263.14,15.0,139470.0,279
2020-07-08 04:50:00,9262.98,9265.15,9262.98,9263.31,11.0,98878.0,230
2020-07-08 04:51:00,9263.31,9268.84,9260.21,9262.32,47.0,435820.0,389
2020-07-08 04:52:00,9262.31,9263.1,9261.05,9262.3,14.0,129801.0,287
2020-07-08 04:53:00,9262.27,9266.74,9262.03,9265.5,15.0,138948.0,320
2020-07-08 04:54:00,9265.51,9267.01,9263.27,9264.99,20.0,186634.0,269
2020-07-08 04:55:00,9264.99,9265.44,9260.81,9261.29,12.0,112222.0,232
2020-07-08 04:56:00,9261.29,9262.0,9253.67,9255.57,54.0,496647.0,518
2020-07-08 04:57:00,9255.61,9262.0,9255.57,9260.54,33.0,302320.0,382
2020-07-08 04:58:00,9260.54,9262.0,9258.59,9261.25,11.0,105329.0,321
2020-07-08 04:59:00,9260.91,9264.89,9260.5,9264.28,15.0,134372.0,260
2020-07-08 05:00:00,9264.74,9269.81,9260.01,9268.6,25.0,234211.0,459
2020-07-08 05:01:00,9268.61,9270.0,9267.83,9269.27,21.0,193721.0,304
2020-07-08 05:02:00,9269.28,9270.11,9269.21,9270.11,38.0,349100.0,367
2020-07-08 05:03:00,9270.1,9275.3,9270.1,9273.46,21.0,193074.0,346
2020-07-08 05:04:00,9273.05,9274.84,9268.78,9269.63,23.0,216601.0,455
2020-07-08 05:05:00,9269.17,9271.15,9266.67,9270.9,18.0,162344.0,363
2020-07-08 05:06:00,9270.61,9270.78,9266.2,9270.0,26.0,239135.0,372
2020-07-08 05:07:00,9270.01,9270.01,9267.16,9268.61,15.0,135900.0,381
2020-07-08 05:08:00,9268.61,9271.16,9268.0,9269.32,27.0,252649.0,416
2020-07-08 05:09:00,9269.32,9270.38,9268.0,9268.31,14.0,128526.0,349
2020-07-08 05:10:00,9268.31,9268.64,9265.1,9265.2,20.0,188735.0,407
2020-07-08 05:11:00,9265.2,9266.37,9263.93,9266.3,15.0,140196.0,282
2020-07-08 05:12:00,9265.71,9267.85,9264.59,9266.79,32.0,292698.0,420
2020-07-08 05:13:00,9266.53,9267.88,9265.75,9266.84,18.0,165371.0,396
2020-07-08 05:14:00,9266.9,9267.86,9265.13,9265.47,10.0,94376.0,264
2020-07-08 05:15:00,9265.77,9269.88,9265.76,9269.54,19.0,176202.0,205
2020-07-08 05:16:00,9269.74,9270.0,9266.85,9270.0,17.0,156515.0,176
2020-07-08 05:17:00,9270.0,9275.0,9270.0,9273.3,43.0,399045.0,416
2020-07-08 05:18:00,9273.45,9275.6,9273.26,9275.04,17.0,154046.0,257
2020-07-08 05:19:00,9275.04,9276.08,9273.87,9274.92,16.0,150917.0,309
2020-07-08 05:20:00,9274.92,9276.41,9273.39,9275.31,12.0,114984.0,394
2020-07-08 05:21:00,9275.32,9275.5,9273.96,9274.87,17.0,153253.0,271
2020-07-08 05:22:00,9274.62,9274.88,9271.56,9271.93,14.0,133814.0,389
2020-07-08 05:23:00,9271.92,9274.04,9271.01,9272.84,10.0,91252.0,257
2020-07-08 05:24:00,9272.84,9273.38,9269.17,9271.8,18.0,164905.0,191
2020-07-08 05:25:00,9271.81,9272.84,9270.67,9272.07,6.0,56509.0,187
2020-07-08 05:26:00,9272.06,9272.87,9265.57,9269.33,34.0,315760.0,567
2020-07-08 05:27:00,9269.34,9269.34,9267.0,9267.01,19.0,175149.0,434
2020-07-08 05:28:00,9267.0,9268.1,9265.57,9266.32,12.0,106836.0,367
2020-07-08 05:29:00,9266.3,9266.3,9260.22,9260.87,38.0,353285.0,442
2020-07-08 05:30:00,9260.9,9261.72,9253.94,9255.31,61.0,566258.0,815
2020-07-08 05:31:00,9255.31,9259.15,9253.88,9257.48,26.0,242719.0,360
2020-07-08 05:32:00,9257.32,9257.64,9253.51,9255.42,33.0,305787.0,394
2020-07-08 05:33:00,9255.42,9260.0,9255.32,9259.72,9.0,84870.0,250
2020-07-08 05:34:00,9259.72,9261.79,9259.0,9261.39,12.0,112993.0,332
2020-07-08 05:35:00,9261.39,9261.43,9257.13,9261.34,24.0,220149.0,280
2020-07-08 05:36:00,9261.06,9263.0,9260.59,9262.22,9.0,82936.0,238
2020-07-08 05:37:00,9262.22,9263.86,9260.71,9263.46,10.0,94029.0,227
2020-07-08 05:38:00,9263.67,9264.55,9263.48,9263.78,19.0,171581.0,416
2020-07-08 05:39:00,9263.79,9264.66,9263.79,9263.99,11.0,99951.0,165
2020-07-08 05:40:00,9263.99,9264.0,9261.78,9262.03,12.0,110851.0,210
2020-07-08 05:41:00,9262.03,9264.68,9261.57,9263.98,17.0,160708.0,270
2020-07-08 05:42:00,9263.98,9268.43,9263.85,9267.81,16.0,150230.0,311
2020-07-08 05:43:00,9267.99,9274.0,9267.88,9273.65,24.0,223852.0,401
2020-07-08 05:44:00,9273.69,9276.91,9273.48,9276.07,24.0,218003.0,456
2020-07-08 05:45:00,9276.07,9277.29,9272.36,9273.2,39.0,357710.0,476
2020-07-08 05:46:00,9273.19,9276.05,9273.19,9275.05,18.0,167741.0,251
2020-07-08 05:47:00,9275.05,9279.99,9274.58,9279.21,20.0,185263.0,460
2020-07-08 05:48:00,9279.21,9280.0,9278.46,9279.53,35.0,326981.0,530
2020-07-08 05:49:00,9279.74,9281.81,9279.52,9280.91,25.0,234090.0,312
2020-07-08 05:50:00,9280.82,9281.12,9270.67,9272.77,28.0,255138.0,495
2020-07-08 05:51:00,9272.77,9273.77,9271.63,9273.32,5.0,49582.0,135
2020-07-08 05:52:00,9273.56,9275.99,9273.56,9275.99,8.0,74289.0,199
2020-07-08 05:53:00,9276.0,9277.77,9274.25,9276.42,12.0,107693.0,296
2020-07-08 05:54:00,9276.42,9278.73,9275.87,9277.04,16.0,146604.0,273
2020-07-08 05:55:00,9276.95,9278.92,9272.43,9274.4,12.0,112607.0,223
2020-07-08 05:56:00,9274.4,9277.06,9274.4,9275.1,7.0,60423.0,262
2020-07-08 05:57:00,9274.99,9275.59,9272.24,9272.77,12.0,109544.0,214
2020-07-08 05:58:00,9273.15,9274.58,9270.5,9272.86,10.0,93311.0,338
2020-07-08 05:59:00,9272.43,9273.3,9268.62,9270.63,25.0,230559.0,240
2020-07-08 06:00:00,9270.65,9277.61,9269.87,9276.69,31.0,291893.0,368
2020-07-08 06:01:00,9276.69,9277.99,9273.9,9277.64,11.0,98335.0,283
2020-07-08 06:02:00,9277.63,9277.99,9274.5,9274.97,13.0,119003.0,234
2020-07-08 06:03:00,9274.96,9279.62,9274.3,9278.16,15.0,140684.0,278
2020-07-08 06:04:00,9278.49,9278.49,9273.01,9273.15,13.0,117383.0,224
2020-07-08 06:05:00,9273.12,9273.43,9270.35,9271.7,28.0,263568.0,231
2020-07-08 06:06:00,9271.73,9273.53,9270.59,9271.7,11.0,103178.0,217
2020-07-08 06:07:00,9271.7,9274.07,9270.58,9272.25,17.0,159160.0,389
2020-07-08 06:08:00,9273.07,9273.22,9271.43,9271.99,13.0,120140.0,249
2020-07-08 06:09:00,9271.99,9277.13,9271.99,9276.26,16.0,146234.0,392
2020-07-08 06:10:00,9276.3,9277.92,9275.39,9277.91,11.0,103942.0,298
2020-07-08 06:11:00,9277.91,9281.73,9277.91,9280.69,16.0,151031.0,358
2020-07-08 06:12:00,9280.69,9282.0,9279.29,9281.12,16.0,147695.0,336
2020-07-08 06:13:00,9281.12,9282.54,9279.45,9279.87,13.0,124626.0,232
2020-07-08 06:14:00,9279.62,9280.37,9276.48,9278.59,23.0,212380.0,421
2020-07-08 06:15:00,9278.59,9278.6,9268.27,9273.77,50.0,463597.0,523
2020-07-08 06:16:00,9273.5,9275.5,9270.51,9273.64,12.0,115564.0,383
2020-07-08 06:17:00,9273.64,9275.77,9273.39,9273.4,14.0,132116.0,290
2020-07-08 06:18:00,9273.01,9273.97,9270.36,9273.97,20.0,181586.0,312
2020-07-08 06:19:00,9272.62,9276.61,9270.94,9274.86,25.0,234885.0,469
2020-07-08 06:20:00,9274.86,9279.66,9274.86,9275.36,17.0,155440.0,337
2020-07-08 06:21:00,9275.37,9279.83,9273.98,9279.66,22.0,208338.0,343
2020-07-08 06:22:00,9279.61,9279.83,9275.98,9279.12,14.0,127737.0,252
2020-07-08 06:23:00,9279.54,9279.63,9276.93,9278.12,6.0,59326.0,191
2020-07-08 06:24:00,9278.11,9279.84,9277.7,9278.73,19.0,172081.0,264
2020-07-08 06:25:00,9278.72,9279.52,9275.58,9277.04,62.0,571644.0,471
2020-07-08 06:26:00,9276.97,9279.41,9275.79,9278.99,20.0,189997.0,267
2020-07-08 06:27:00,9279.05,9283.19,9276.63,9281.84,24.0,220843.0,283
2020-07-08 06:28:00,9281.83,9282.54,9277.04,9279.3,27.0,254531.0,319
2020-07-08 06:29:00,9279.09,9279.76,9278.87,9279.01,8.0,71804.0,184
2020-07-08 06:30:00,9279.0,9280.76,9276.02,9276.45,36.0,338251.0,448
2020-07-08 06:31:00,9276.41,9278.98,9275.0,9275.38,22.0,204622.0,411
2020-07-08 06:32:00,9275.36,9279.25,9273.95,9277.82,33.0,302409.0,324
2020-07-08 06:33:00,9279.05,9280.32,9276.29,9277.49,25.0,235428.0,245
2020-07-08 06:34:00,9277.81,9277.83,9276.41,9277.09,33.0,306003.0,208
2020-07-08 06:35:00,9276.9,9277.09,9271.89,9273.83,32.0,294682.0,505
